column_a,australia,belgium,canada,switzerland,germany,denmark,spain,finland,france,uk,ireland,italy,japan,s_korea,luxembourg,netherlands,norway,new_zealand,sweden,us,s_africa,croatia,israel,slovenia,column_z,aggregate_2005_fixed_weights,aggregate_dynamic_weights
1981:Q4,44.5302733132635,50.1547019355416,78.4050797167661,100.490758501561,125.731688257665,46.750866221396,84.0290545605758,48.1029753769945,52.0708412001645,29.9348873158613,29.8599469486972,71.218441141626,110.504057784925,140.395907330352,36.5211433859341,38.5654110073598,53.3975363436116,37.5037261328403,68.0356527710017,59.4095045645512,92.8596262991278,89.8269831630956,64.4203159524383,74.0139541004987,,73.24786397626922,74.21492698323688
1982:Q1,43.2404460966074,48.593733696917,75.3163991509355,100.592945949674,125.772531308054,45.1304409808843,73.4949132081427,49.8003576544442,51.1338360660784,28.9535318956987,28.9151575902813,70.9169380438658,111.732700972153,135.547247437598,34.5915997868889,36.645516550168,53.5598809419279,38.1748336425346,67.2696718495095,59.6006766342722,94.2494942485311,93.5112759371094,66.7041027025209,76.1043427855178,,72.64329594435773,73.87627856985165
1982:Q2,43.2453768853346,47.4125321031556,71.747920344925,99.5059467219808,125.384303290463,44.0944090906169,63.5755568204032,50.588017066753,50.2781884461842,29.4551031421222,28.4840784301733,70.8271768499157,113.314805689526,135.372706639385,33.5205903317076,36.5421643171571,53.3431843847432,40.6380725813393,65.652862149251,59.4796662496346,92.9589219450418,93.1573837895365,66.1086582774014,75.9499770461851,,72.17449653069544,73.41512593861356
1982:Q3,41.3467589292137,46.8225070667809,67.0474436807208,98.4987622934865,124.249664063383,42.4000001611935,59.8375298247932,51.3516070088732,49.9732449343036,29.5242434108028,28.1690390616578,69.5865477342543,114.151051131813,137.896826243259,32.6230964752573,37.1786672361014,52.6928297367543,41.0011119127105,64.1823145778007,57.9966641667595,92.8592411110779,92.4546010815057,64.9266805692259,75.5575007589887,,71.2072338177901,72.44061433807833
1982:Q4,40.2813647811353,45.8057227049768,61.5492818733945,98.3958026138122,123.164309352886,42.946224364547,52.2323416553292,53.0562597255096,49.7429750156041,29.5005138597195,27.9909699177531,67.6239404932899,115.107072270893,142.836175894589,31.8973089555121,35.3691495128624,52.1611959017022,41.4183143483396,62.1856020741248,58.1683537916411,91.0855613992644,90.6324189491092,64.310270543389,74.651608346657,,70.77261608093845,71.82536937955172
1983:Q1,40.3534201584983,44.528055075344,61.2731658071148,99.4517351356248,122.757606295695,46.0150596015408,54.4987877697158,55.393061961375,49.2674532607107,30.3401103189485,28.0474396519597,64.8361317969427,116.002268075682,156.277420124674,31.3328304458354,35.1733270981328,53.0780751527894,41.6116429877106,60.5822389377429,58.7156073673488,94.2140192774861,87.9743967708341,63.5433853909657,73.0358054781733,,71.51999930004304,72.21386229938717
1983:Q2,40.9921556769643,43.6517256354201,61.2945488799079,99.3140803203218,121.964061169805,50.6107224363501,50.9988198529404,56.7284776062656,48.4684390320666,30.8043151008588,27.959302205289,63.5383754406055,116.831125393481,161.864376415186,30.9288584887387,36.805283195513,52.8561893877781,41.8909883895869,59.2459956892134,58.7410817062098,97.5915953672253,85.4395629908504,65.6784999277586,71.7999050857579,,71.64028174785138,72.1867514113211
1983:Q3,40.4549340275799,42.8637875494938,61.2558423194083,100.772068473697,119.961455668914,50.6347091905862,46.7462930916804,58.0208218597414,47.800192086001,31.415725361405,27.8166434685022,63.037187259982,117.618828075036,167.721520292297,30.6435996302182,37.04723588925,51.9216372806031,42.0879257306464,57.7048275238916,58.4266958166589,99.5661616794267,82.5859594045805,64.2137427593939,70.6838408333797,,71.45556227554955,71.85695291301741
1983:Q4,40.7655810554271,42.2586212554506,60.3869735451599,101.450780873766,118.681644595383,51.4573725917021,43.097636180364,59.1342208517711,47.4462961594849,31.4493296181795,27.6391239365079,61.6667583306745,118.062736812533,169.038321110368,30.4707029454392,35.1337891651533,51.2348173381515,42.3305407041173,56.6844078433289,58.4632945210424,102.484156989425,78.7253379424175,64.3138612137306,69.2154555964726,,71.20582745561208,71.5295836997567
1984:Q1,41.9568368868287,41.9851264706483,58.924999008998,102.083348897742,116.948796878489,53.3058441332338,45.5572684200546,59.8651953556182,47.1193564043787,31.6917604097289,27.4948489305664,60.8373188735193,118.424038831088,163.629431902255,30.5674565670024,34.7221124239562,52.4486697878576,44.0308368833122,57.0964065857427,58.7346396517587,103.235460995191,73.2531072498773,66.4381340744848,67.5029431361256,,71.08521330226161,71.45426506688968
1984:Q2,42.5843344242525,41.6571251288635,59.9278887209368,102.730746874496,115.333125663829,53.0736541826638,46.2308207971386,60.2993652649068,46.6744693140231,31.9247447125044,27.2752938156716,60.3907314219677,118.863891674659,163.4389274449,30.4912720892386,35.0580941656445,54.7930362070695,43.8618981380829,57.0071689490951,58.8443787653373,99.8810082989049,70.4486834057181,70.2578213790706,66.5055433033761,,71.08079148759217,71.38267452749693
1984:Q3,43.9455742491979,41.2085075563221,59.2271720571551,103.125866508123,114.48731026838,53.1214208243041,50.5903219377565,60.3041636200515,46.1645497325911,32.3684795404619,27.0525034098096,60.0788120161627,119.357829121783,162.634205484644,30.4460445491763,35.7315435614248,57.3348690206979,43.2210297398911,56.8392320867105,58.9184234662088,94.6879366678032,69.1438498071138,68.2694140149347,66.3517006096535,,71.16803447904255,71.43183563985725
1984:Q4,43.0499942959621,40.7468489971147,57.3007047831058,103.151233727908,113.124203707825,55.1701418086915,49.844972008193,59.9319137406652,45.9192372527212,32.6704656899028,26.8307131366819,59.3963289224232,119.7355596789,161.182183960329,30.4518148306415,34.6708854500513,60.0434281860115,42.5270536610863,56.1727290337381,59.1264492921745,89.3212025758251,69.1742819658001,67.9710340686705,67.0695323268496,,70.92666293653893,71.15621556975964
1985:Q1,44.8183641275495,39.7542841881225,56.4858052217908,103.999535729978,111.164407870677,56.7651563493971,50.3789839535061,60.5136973588785,45.5902105344513,33.1163103537529,26.3670555698549,57.8474913861791,119.555066237293,160.94346485809,30.2238086886295,33.2245276451538,61.6415584082885,42.0821994845439,54.9794819780552,59.2744512004426,82.1932316491698,71.2271300036555,62.7784433199738,68.5926798365878,,70.6372537000961,70.87358458741696
1985:Q2,44.0540203892389,39.8917902547398,57.1922334877041,104.371663680811,110.354047501771,58.4275584317866,49.6498510060994,60.579595088321,45.1246327464953,33.5312634061195,26.1754936348098,56.9067582497813,120.007850944586,159.43779309508,30.4986350877698,34.7318237917763,61.5229562023505,42.3603518269429,55.1117355668277,59.5908773038893,77.2284130177256,71.9095917790062,67.3458780684899,69.6947287608853,,70.64922537713701,70.85413022856666
1985:Q3,44.0755513043439,40.4036307015112,57.4060800763052,105.30183731217,110.443019880034,62.5000928314072,48.3726029866,60.7221270255365,44.9753245922743,33.3400102587445,26.0064311195915,56.752725531243,120.188777879073,155.838856065175,30.9768525530838,34.5954441028088,64.4611324460073,42.7003305812629,55.1120077420298,60.0323258982997,73.8311423170445,71.7806810252679,70.3988866602752,70.2954803986574,,70.69923180524526,70.95534016873712
1985:Q4,44.4662702694318,40.7829542519822,58.3297237992367,105.875540331481,110.09124098447,64.305063181615,51.6077366580384,61.5014089166787,45.2559843212601,34.2335159573936,25.855578631586,56.4257495053037,120.620159593655,153.568869545458,31.6596448361172,34.4699434448218,68.9023329112923,42.7455145972219,55.3871114634922,60.3811299346773,70.8682795240368,70.7406951127872,69.3550123761596,70.6603136747803,,71.01407891971877,71.28339011504056
1986:Q1,44.2901384950264,41.2174981536824,58.4558651025594,107.815958257621,110.606683757921,68.1011949982953,50.4412543954057,62.1527945761712,45.7027306402905,35.2637460371369,26.0034413913365,56.4398499139412,120.522868101438,150.473689452182,32.9892004184898,34.3580579425355,76.2109929155952,42.4861372334001,54.8452686910728,61.1159533547213,65.2258519379583,68.1178899519493,61.6894088701002,71.5087460187826,,71.26088901159184,71.67222560844256
1986:Q2,45.1815963788427,41.6800497913348,60.422745404401,108.448131159934,111.804384810774,67.6295786396532,40.8465622832608,61.6024918373795,45.9537484310224,36.2418374795728,25.8502344388295,56.6785142901332,121.57328381366,148.456632365356,33.8439082320348,35.6498127452637,78.2251542263568,41.9219536362604,54.6951445450756,62.3638043587762,62.0833941601975,67.8206775466744,60.5359985160227,71.5928372415411,,71.73520108430097,72.19382633077353
1986:Q3,44.3357902108624,42.3555309215064,61.7933645028594,110.091712765056,111.496960996734,65.7109911307374,37.3936207271332,61.9527730144365,46.2040774610661,36.9211820576065,25.6855735383151,57.1918660737226,122.464655840208,145.698087470434,34.6419910735539,37.1153100285135,79.8118817517979,41.6012143188114,55.6199539911178,62.9612139505155,59.5511637858411,69.4075128152671,58.2248394023008,71.524936720239,,71.96990842690965,72.49120948460494
1986:Q4,43.7643007101199,42.8760380612536,63.4295312810482,111.504555816755,111.200970481906,66.3785081739567,35.7910275731579,63.0055992327216,46.6333983732812,37.8567693943162,25.5155227459436,57.1265745936533,123.98006377645,146.065626982887,35.3520951109175,36.1263117726957,79.9173913136049,41.2471569632171,56.8799537007708,63.6517192688047,58.6398849006794,71.6971242607913,59.9120632782728,70.912220521623,,72.50851151914024,73.02568441371982
1987:Q1,43.5878705911755,43.224744279732,65.3506942430689,113.079200774295,110.970530716416,61.098368398568,36.3998724582293,63.4675674395325,47.0959810311288,38.9684855124375,24.7343405991219,56.2139555817109,125.583076005998,142.407274175018,35.359525811748,36.3342396836326,76.7622094132653,41.8393929962474,58.0598273459015,64.3193590735614,57.872833199349,77.9734574587833,58.0835300958383,70.2695509303366,,72.93837822667444,73.57704573761218
1987:Q2,43.2353116389384,43.5224101481681,69.31596183847,115.349591401348,110.45440023748,59.7082274065575,38.2521951440325,63.7426873886602,47.5608544176507,40.0778030115826,24.6694515913142,56.3281363143657,127.848290179236,141.013741896834,36.0908950210314,37.687425747514,81.3282828486654,43.6383918417987,59.0126392214187,64.5817766463611,58.4092324282235,81.5428885992413,58.1344999225507,69.7693906188884,,73.63342254690771,74.33604069906163
1987:Q3,43.3594494216659,43.9345077069161,71.7948278916676,117.689311137254,110.029934955601,58.8727420457346,39.7749285508055,65.286456011434,48.1336395120746,41.0560325637952,24.7159434251723,57.0179911693415,132.806432189154,141.342892810668,36.9771899262612,38.2455650595793,78.8331437399868,44.9370731084302,59.4990986995455,64.6899128645928,58.1851420957504,84.3959471143703,58.1720904086519,69.4617093735679,,74.56169065971086,75.35903797187026
1987:Q4,44.6616408602929,44.4237797671789,72.2906231895329,120.048375638344,110.180414687118,58.0469516793912,41.7789808250683,67.2937453997386,49.2029290655668,43.3597838781893,24.888272135657,57.7271493169783,135.507383527998,147.005998612285,38.0139613168444,37.709898174791,77.8941039862191,46.2396246124625,61.2010060792291,64.6603920167032,59.0037590581689,84.4834500339061,57.8013982206594,66.1834214842915,,75.46656437460555,76.2544184083832
1988:Q1,45.9383058739449,45.5419321550424,71.8126577785174,124.302701908147,111.153870276287,58.3179668563028,44.2928985616648,68.5308121370924,50.4875793965357,44.9928188740221,25.592962337934,59.1554234735816,136.173722388559,150.555598244822,39.30725495532,37.7801613858617,78.5234716827064,46.4136090217852,63.1555664030439,65.1560491294054,58.6816339467562,93.6917170204429,56.5971305281273,68.3463126740957,,76.39843605880434,77.42174038528172
1988:Q2,47.4926562522233,46.316230340099,74.3303665292677,128.098525487783,111.16554584705,57.0699693030927,46.1516252389561,72.4287047728478,51.3391760579008,46.8119880698158,25.8662830073107,59.488333592679,137.648641427115,156.685261038673,40.6593734009033,39.4911420684965,76.496094146692,47.4473835395166,64.8465468707995,65.6300031382233,58.1814890832512,91.279952830588,55.6460893312604,66.2758223270408,,77.41243881763376,78.367122569092
1988:Q3,51.2997381569364,46.815501184992,77.0798925578036,132.879847495023,110.615952695171,57.6702727663264,47.2228073983932,75.8518163563723,52.0705989040572,51.7146828393756,26.1240872834131,56.9822006203094,138.306551064777,160.559150074857,42.124940011084,40.2116747363756,76.7492021019433,47.226632463207,67.450712061904,65.4788824597664,58.2649443183526,90.1588466213598,56.0949847660873,69.3003199967315,,78.07751774763967,78.94180980470448
1988:Q4,55.585443426438,47.380806348991,78.3279429808268,138.845606905077,111.548847023518,57.6513871877793,48.6601331808948,81.8228032625101,53.2429816561662,54.8587225581139,26.3500762562453,60.1829813375987,139.585963617075,158.069053573127,43.6989185004096,39.7003896879973,76.0966338214985,47.026485713542,68.9011679916352,65.5365041721507,57.7610101028365,91.2119293232895,59.6826999375611,81.4600221700137,,79.01969978561299,79.998669836035
1989:Q1,59.3702256606702,48.5343980935164,81.0972650838547,141.393115734231,110.658878019589,56.2165549988346,51.5112013724301,84.9032297368039,54.7896811571652,55.9343461070227,26.2527738893529,69.5013247288559,141.629563039047,162.634325048018,45.9037999948861,39.6438434245003,73.8960337111253,47.8431767638024,71.2949864675324,65.5542213096537,58.0138818543032,73.2670751081677,58.3349616791705,86.5932084826054,,80.31161423043162,81.52233036435588
1989:Q2,59.0706718947767,49.7548598707751,86.3773370163697,143.49426402856,110.502332087386,55.2071708537996,53.3018271434517,88.8198031276294,55.4543428570292,56.7103095169804,26.6300261863612,73.2747888190737,142.783227059323,171.75367826319,47.4100165528865,41.2869102864324,69.5897966284208,47.4065263572002,73.3464313110349,65.4706115958253,58.1534770772191,74.4614864390882,61.3703552375988,100.311978781615,,81.39726215691458,82.51567911105666
1989:Q3,58.3425779319049,50.8281761920457,84.7728739005686,144.835515941904,111.149585212223,53.9186877158401,54.9052166439046,90.046147677641,56.1726409167627,56.7911543505187,27.1726008743212,72.5258861293242,145.255377038038,170.491320745402,48.7956241091727,42.3262497710753,66.9070528190353,47.406693579352,75.1210723817992,66.4505888840554,58.120398559163,73.7630133080696,63.7019017759682,102.352485932335,,82.15719135738682,83.30274105651117
1989:Q4,57.5909898535091,52.1757349811147,84.9453556180411,143.746078937349,110.991780376304,53.1912970370145,55.5070724433771,89.1674551389187,57.1760353262137,55.3539407301347,27.8754408487841,75.5985300331393,148.949176400343,168.158707834676,50.0779132484856,41.6753347352616,65.4130575814772,47.4242638913563,75.4053551522454,66.5899806869069,56.9025294470872,75.5970876113844,68.2565069667374,98.8309783534821,,82.68330655179801,83.99799821077053
1990:Q1,57.1564979387761,53.4325683680461,86.4543451638972,141.32764999026,109.367902568049,51.4340361854717,58.2171546571288,87.0411590810188,58.4153653121704,53.7386593625102,29.484423583208,82.3908752890318,154.168402669144,174.022084103511,51.4590784115948,40.9483060808974,63.5749695301547,47.9091803361248,75.440971843358,66.0127504030135,56.5787470578743,76.616499321709,68.5537632676889,84.6350556868439,,83.50182408432471,85.47351823089701
1990:Q2,56.5125805192235,53.7883666864074,87.5404754461412,138.270278857861,109.214872429203,49.8503817022297,58.2704338083607,86.7541905809738,58.947131057868,51.9347260693667,30.1180999844315,87.8683124870431,158.751520275248,181.686955743475,52.5294630262241,42.6792802554121,62.5038147362499,47.8853314937758,75.9479243523647,65.5888861453406,56.8409943337666,82.2164651814801,72.3102302286328,80.9300192116349,,84.37383703070616,86.46872987919372
1990:Q3,55.7059789081786,54.1800191569089,82.6737343921426,134.736250393445,109.627881129758,48.7565191270058,58.49110730992,83.8021572640898,59.203572260663,50.8635913302331,30.5266086352598,86.3918913738881,164.182345667816,181.686292212429,53.4553941989344,41.8794133389061,60.5602947793117,47.7876577984594,75.1953253360184,65.139821395356,56.2651993424478,87.8424234334296,77.4063016764472,79.5216143874914,,84.5132995646935,86.75431637541539
1990:Q4,54.6366159429084,54.7044132177362,79.1306741273796,130.979622510161,109.754934490257,48.5763871514487,58.5647673220032,81.1719105480886,59.8305828131351,49.9802937767868,30.7270842202499,87.8334911058167,166.004825274253,185.161705614188,54.2244328377784,40.4255994450246,57.9648796352385,46.8577390851021,74.5755622334369,64.1430695156226,55.7001715187951,89.4764322103025,79.266188466216,76.812700428222,,84.26504145344977,86.5883418287539
1991:Q1,54.516470880847,54.7752442901997,74.8621259579748,129.178377796339,110.608099541271,48.9423736443531,60.9531480090591,78.410203335081,61.0298808411113,48.8654755642379,30.309562318015,88.3143419801116,166.085802796922,183.431573643868,54.2434622057212,39.8648780735779,56.9590384049097,46.8230581820767,74.4447937865337,64.3485069495249,54.8857668682896,114.236926439746,76.8293641218877,86.7617249862251,,84.35529112862727,87.37885568508402
